customer_id,account_id,customer_name,email,country,city,signup_date,acquisition_channel,customer_segment,company_size,industry,status,updated_at
CUST-000153,ACC-000153,Manning Group,contact153@manninggroup.example,Australia,Brisbane,2025-09-18,Paid Social,SMB,11-50,Financial Services,Active,2025-11-21 00:00:00
CUST-000154,ACC-000154,Green-Wright,contact154@green-wright.example,United Kingdom,Edinburgh,2025-02-02,Paid Social,SMB,11-50,Telecommunications,Active,2025-03-30 00:00:00
CUST-000155,ACC-000155,"Ramirez, Strickland and Washington",contact155@ramirezstricklanda.example,Germany,Munich,2025-05-30,Paid Social,Mid-Market,51-200,Education,Inactive,2025-07-28 00:00:00
CUST-000156,ACC-000156,Hill Inc,contact156@hillinc.example,Netherlands,Utrecht,2024-12-24,Paid Search,Startup,1001-5000,Professional Services,Active,2025-01-25 00:00:00
CUST-000157,ACC-000157,"Mitchell, Nelson and Flores",contact157@mitchellnelsonandf.example,Canada,Toronto,2024-11-19,Paid Search,Mid-Market,1001-5000,Healthcare,Active,2025-02-07 00:00:00
CUST-000158,ACC-000158,"Miller, Hernandez and Reyes",contact158@millerhernandezand.example,France,Lille,2025-04-07,Organic,SMB,11-50,Logistics,Active,2025-04-13 00:00:00
CUST-000159,ACC-000159,Mccarthy Inc,contact159@mccarthyinc.example,France,Lyon,2025-08-17,Partner,Enterprise,201-1000,Media,Active,2025-08-26 00:00:00
CUST-000160,ACC-000160,Russell-Daniels,contact160@russell-daniels.example,Spain,Barcelona,2024-09-01,Paid Search,Mid-Market,11-50,Media,Active,2024-11-17 00:00:00
CUST-000161,ACC-000161,Brown-Wall,contact161@brown-wall.example,Australia,Brisbane,2025-08-14,Paid Social,SMB,201-1000,Manufacturing,Active,2025-08-20 00:00:00
CUST-000162,ACC-000162,Stein-Silva,contact162@stein-silva.example,Netherlands,Utrecht,2024-06-27,Partner,Mid-Market,1001-5000,Professional Services,Active,2024-07-14 00:00:00
CUST-000163,ACC-000163,"Smith, Gilmore and Johnston",contact163@smithgilmoreandjoh.example,Germany,Cologne,2024-10-21,Partner,Mid-Market,51-200,Education,Active,2024-11-05 00:00:00
CUST-000164,ACC-000164,Smith-Bell,contact164@smith-bell.example,Germany,Hamburg,2025-10-29,Email,Mid-Market,1-10,Retail,Active,2025-11-01 00:00:00
CUST-000165,ACC-000165,Castaneda-Ashley,contact165@castaneda-ashley.example,Germany,Hamburg,2025-11-28,Paid Social,SMB,201-1000,Education,Inactive,2025-12-08 00:00:00
CUST-000166,ACC-000166,Medina-Navarro,contact166@medina-navarro.example,Spain,Madrid,2025-11-06,Organic,SMB,51-200,Retail,Active,2025-12-28 00:00:00
CUST-000167,ACC-000167,"Hurst, Freeman and Nelson",contact167@hurstfreemanandnel.example,United Kingdom,London,2024-08-19,Paid Social,Startup,1001-5000,Telecommunications,Active,2024-10-18 00:00:00
CUST-000168,ACC-000168,Johnson-Rogers,contact168@johnson-rogers.example,Canada,Vancouver,2025-09-08,Paid Search,Enterprise,51-200,Media,Active,2025-09-15 00:00:00
CUST-000169,ACC-000169,"Yates, Ramsey and Pittman",contact169@yatesramseyandpitt.example,United Kingdom,Edinburgh,2025-11-15,Paid Social,SMB,1001-5000,Media,Active,2026-02-08 00:00:00
CUST-000170,ACC-000170,Hooper PLC,contact170@hooperplc.example,United States,San Francisco,2025-12-16,Email,Mid-Market,11-50,Media,Inactive,2025-12-24 00:00:00
CUST-000171,ACC-000171,Meadows PLC,contact171@meadowsplc.example,United States,Chicago,2024-01-16,Paid Social,SMB,11-50,Manufacturing,Active,2024-03-18 00:00:00
CUST-000172,ACC-000172,"Alvarado, Miller and Patterson",contact172@alvaradomillerandp.example,United States,Chicago,2025-06-28,Email,Mid-Market,51-200,Telecommunications,Active,2025-09-08 00:00:00
CUST-000173,ACC-000173,White-Green,contact173@white-green.example,Spain,Barcelona,2025-12-29,Paid Social,Mid-Market,1-10,Healthcare,Active,2026-02-14 00:00:00
CUST-000174,ACC-000174,Lewis-Murphy,contact174@lewis-murphy.example,Netherlands,Amsterdam,2025-07-12,Paid Social,Mid-Market,51-200,Education,Active,2025-08-25 00:00:00
CUST-000175,ACC-000175,Ramirez-Bean,contact175@ramirez-bean.example,Netherlands,Amsterdam,2024-06-19,Referral,SMB,201-1000,Technology,Active,2024-06-28 00:00:00
CUST-000176,ACC-000176,King-Miller,contact176@king-miller.example,Germany,Munich,2025-07-11,Partner,SMB,11-50,Healthcare,Inactive,2025-08-01 00:00:00
CUST-000177,ACC-000177,Curry Inc,contact177@curryinc.example,Netherlands,Rotterdam,2024-03-17,Paid Social,Mid-Market,11-50,Education,Active,2024-06-02 00:00:00
CUST-000178,ACC-000178,Walker-Jones,contact178@walker-jones.example,Canada,Toronto,2024-12-17,Email,SMB,11-50,Manufacturing,Active,2025-01-17 00:00:00
CUST-000179,ACC-000179,"Williams, Johnson and Wright",contact179@williamsjohnsonand.example,Australia,Melbourne,2025-04-02,Paid Social,SMB,1-10,Telecommunications,Inactive,2025-04-05 00:00:00
CUST-000180,ACC-000180,Howell and Sons,contact180@howellandsons.example,France,Paris,2024-11-29,Paid Search,Mid-Market,1001-5000,Professional Services,Active,2025-02-03 00:00:00
CUST-000181,ACC-000181,Wells Inc,contact181@wellsinc.example,Australia,Perth,2025-05-26,Referral,SMB,5000+,Manufacturing,Active,2025-07-27 00:00:00
CUST-000182,ACC-000182,"Gould, Marshall and Scott",contact182@gouldmarshallandsc.example,Canada,Ottawa,2024-06-24,Paid Search,SMB,1-10,Manufacturing,Active,2024-06-30 00:00:00
CUST-000183,ACC-000183,Jackson-Lawson,contact183@jackson-lawson.example,Germany,Frankfurt,2025-03-19,Organic,Enterprise,201-1000,Professional Services,Active,2025-03-23 00:00:00
CUST-000184,ACC-000184,"Higgins, Strickland and Martin",contact184@higginsstricklanda.example,Netherlands,Utrecht,2025-04-16,Organic,SMB,201-1000,Media,Active,2025-04-26 00:00:00
CUST-000185,ACC-000185,Rodriguez-Johnson,contact185@rodriguez-johnson.example,Germany,Hamburg,2025-04-08,Paid Search,Mid-Market,5000+,Healthcare,Active,2025-04-12 00:00:00
CUST-000186,ACC-000186,Johnston-Odonnell,contact186@johnston-odonnell.example,Germany,Munich,2024-07-30,Paid Search,SMB,51-200,Education,Active,2024-09-24 00:00:00
CUST-000187,ACC-000187,Sanders-Espinoza,contact187@sanders-espinoza.example,Canada,Toronto,2024-08-11,Paid Social,Mid-Market,51-200,Education,Active,2024-08-23 00:00:00
CUST-000188,ACC-000188,Vargas Ltd,contact188@vargasltd.example,Germany,Hamburg,2024-07-07,Direct,SMB,51-200,Technology,Active,2024-08-31 00:00:00
CUST-000189,ACC-000189,Garcia LLC,contact189@garciallc.example,Canada,Montreal,2024-12-03,Email,Mid-Market,1001-5000,Telecommunications,Active,2024-12-19 00:00:00
CUST-000190,ACC-000190,"Burke, Martinez and Riggs",contact190@burkemartinezandri.example,United Kingdom,London,2025-03-04,Organic,SMB,201-1000,Education,Active,2025-05-31 00:00:00
CUST-000191,ACC-000191,Reed Group,contact191@reedgroup.example,Netherlands,Utrecht,2024-09-22,Paid Search,Startup,51-200,Healthcare,Active,2024-11-27 00:00:00
CUST-000192,ACC-000192,"Wood, Hunter and Peterson",contact192@woodhunterandpeter.example,Netherlands,Rotterdam,2024-10-26,Email,Mid-Market,11-50,Professional Services,Inactive,2024-11-29 00:00:00
CUST-000193,ACC-000193,Short-Garcia,contact193@short-garcia.example,France,Paris,2024-07-28,Paid Search,Startup,201-1000,Professional Services,Active,2024-09-05 00:00:00
CUST-000194,ACC-000194,Reid-Poole,contact194@reid-poole.example,United Kingdom,Bristol,2024-06-08,Email,Startup,1001-5000,Telecommunications,Active,2024-06-13 00:00:00
CUST-000195,ACC-000195,"Hernandez, Thompson and Boyd",contact195@hernandezthompsona.example,Australia,Brisbane,2025-04-25,Referral,Startup,51-200,Technology,Active,2025-04-29 00:00:00
CUST-000196,ACC-000196,"Nelson, Morton and Medina",contact196@nelsonmortonandmed.example,United States,Chicago,2025-08-19,Organic,Enterprise,201-1000,Manufacturing,Active,2025-10-06 00:00:00
CUST-000197,ACC-000197,Marshall-Petersen,contact197@marshall-petersen.example,United Kingdom,Bristol,2024-07-31,Paid Social,SMB,51-200,Financial Services,Active,2024-08-02 00:00:00
CUST-000198,ACC-000198,"Adams, Christian and Rivas",contact198@adamschristianandr.example,United States,San Francisco,2025-09-21,Paid Search,Enterprise,51-200,Education,Active,2025-11-18 00:00:00
CUST-000199,ACC-000199,Ramirez Group,contact199@ramirezgroup.example,United Kingdom,Edinburgh,2025-02-21,Paid Search,Mid-Market,51-200,Education,Churned,2025-03-27 00:00:00
CUST-000200,ACC-000200,Christensen PLC,contact200@christensenplc.example,Australia,Perth,2024-05-02,Organic,Startup,201-1000,Manufacturing,Active,2024-05-14 00:00:00
CUST-000201,ACC-000201,"Barnett, Rogers and Snyder",contact201@barnettrogersandsn.example,United Kingdom,Edinburgh,2024-09-24,Partner,SMB,5000+,Telecommunications,Inactive,2024-11-11 00:00:00
CUST-000202,ACC-000202,White-Lewis,contact202@white-lewis.example,Australia,Brisbane,2024-01-06,Paid Social,SMB,51-200,Education,Churned,2024-02-25 00:00:00
CUST-000203,ACC-000203,Peterson-Beard,contact203@peterson-beard.example,Germany,Cologne,2024-01-29,Email,Mid-Market,51-200,Manufacturing,Active,2024-04-05 00:00:00
CUST-000204,ACC-000204,"Beard, Peters and Black",contact204@beardpetersandblac.example,Netherlands,Eindhoven,2024-09-02,Email,SMB,51-200,Technology,Active,2024-09-19 00:00:00
CUST-000205,ACC-000205,Miller Ltd,contact205@millerltd.example,Germany,Frankfurt,2024-11-28,Paid Search,SMB,11-50,Healthcare,Active,2025-01-16 00:00:00
CUST-000206,ACC-000206,Freeman-Chang,contact206@freeman-chang.example,United Kingdom,Edinburgh,2025-08-05,Paid Search,Mid-Market,51-200,Logistics,Churned,2025-10-20 00:00:00
CUST-000207,ACC-000207,"Alvarez, Joseph and West",contact207@alvarezjosephandwe.example,Spain,Valencia,2024-04-08,Paid Social,Startup,1-10,Manufacturing,Active,2024-05-02 00:00:00
CUST-000208,ACC-000208,Davis and Sons,contact208@davisandsons.example,Australia,Perth,2025-09-05,Email,Mid-Market,51-200,Telecommunications,Active,2025-11-19 00:00:00
CUST-000209,ACC-000209,Holt-Torres,contact209@holt-torres.example,United Kingdom,Manchester,2024-06-20,Organic,Enterprise,11-50,Education,Inactive,2024-08-24 00:00:00
CUST-000210,ACC-000210,"Wood, Tran and Cooper",contact210@woodtranandcooper.example,Spain,Bilbao,2024-04-11,Referral,SMB,51-200,Education,Active,2024-05-20 00:00:00
CUST-000211,ACC-000211,"Pierce, Bell and Chavez",contact211@piercebellandchave.example,United Kingdom,Bristol,2025-05-26,Partner,Startup,1001-5000,Manufacturing,Active,2025-08-14 00:00:00
CUST-000212,ACC-000212,King-Martinez,contact212@king-martinez.example,Netherlands,Eindhoven,2025-07-20,Referral,Mid-Market,11-50,Education,Active,2025-10-15 00:00:00
CUST-000213,ACC-000213,Stewart Ltd,contact213@stewartltd.example,Spain,Valencia,2025-03-18,Direct,Mid-Market,201-1000,Technology,Churned,2025-04-08 00:00:00
CUST-000214,ACC-000214,"Tapia, Vaughn and Lee",contact214@tapiavaughnandlee.example,Germany,Cologne,2024-03-25,Referral,Enterprise,1001-5000,Technology,Inactive,2024-06-22 00:00:00
CUST-000215,ACC-000215,"Washington, Hardy and Bray",contact215@washingtonhardyand.example,Netherlands,Amsterdam,2024-03-25,Partner,Startup,201-1000,Manufacturing,Active,2024-03-25 00:00:00
CUST-000216,ACC-000216,"Carlson, Hooper and Wall",contact216@carlsonhooperandwa.example,United Kingdom,London,2024-10-12,Partner,Mid-Market,11-50,Education,Active,2024-10-23 00:00:00
CUST-000217,ACC-000217,Perez-White,contact217@perez-white.example,United States,Seattle,2024-11-25,Referral,SMB,51-200,Education,Active,2024-11-28 00:00:00
CUST-000218,ACC-000218,Erickson and Sons,contact218@ericksonandsons.example,United States,Chicago,2025-12-30,Partner,Startup,201-1000,Manufacturing,Active,2026-02-01 00:00:00
CUST-000219,ACC-000219,Williams-Brown,contact219@williams-brown.example,Germany,Cologne,2024-07-28,Direct,Enterprise,51-200,Healthcare,Active,2024-10-21 00:00:00
CUST-000220,ACC-000220,Terry-Martinez,contact220@terry-martinez.example,Australia,Brisbane,2024-05-20,Organic,SMB,11-50,Media,Active,2024-07-13 00:00:00
CUST-000221,ACC-000221,Garcia-Smith,contact221@garcia-smith.example,Canada,Calgary,2025-11-22,Email,SMB,51-200,Professional Services,Active,2026-01-17 00:00:00
CUST-000222,ACC-000222,Harrison-Alexander,contact222@harrison-alexander.example,Germany,Hamburg,2024-04-22,Organic,SMB,201-1000,Technology,Active,2024-04-29 00:00:00
CUST-000223,ACC-000223,Sheppard LLC,contact223@sheppardllc.example,Netherlands,The Hague,2024-01-20,Partner,Mid-Market,11-50,Manufacturing,Active,2024-03-06 00:00:00
CUST-000224,ACC-000224,Wilson-Jones,contact224@wilson-jones.example,Canada,Calgary,2024-11-05,Organic,Mid-Market,201-1000,Media,Active,2024-12-09 00:00:00
CUST-000225,ACC-000225,Jones-Soto,contact225@jones-soto.example,Netherlands,Utrecht,2024-10-20,Partner,Enterprise,1-10,Media,Active,2024-12-02 00:00:00
CUST-000226,ACC-000226,Hernandez PLC,contact226@hernandezplc.example,United Kingdom,Edinburgh,2025-03-28,Referral,SMB,51-200,Healthcare,Active,2025-04-20 00:00:00
CUST-000227,ACC-000227,Miller-Wright,contact227@miller-wright.example,Spain,Madrid,2025-10-03,Direct,SMB,1001-5000,Telecommunications,Active,2025-10-21 00:00:00
CUST-000228,ACC-000228,"Duran, Obrien and Gibbs",contact228@duranobrienandgibb.example,France,Lille,2025-11-12,Paid Social,Enterprise,11-50,Professional Services,Inactive,2026-02-06 00:00:00
CUST-000229,ACC-000229,Rowe Group,contact229@rowegroup.example,France,Paris,2024-07-30,Referral,Mid-Market,201-1000,Manufacturing,Active,2024-09-18 00:00:00
CUST-000230,ACC-000230,Kerr-Evans,contact230@kerr-evans.example,Canada,Vancouver,2025-12-17,Referral,Startup,51-200,Professional Services,Active,2026-01-23 00:00:00
CUST-000231,ACC-000231,"Branch, Torres and Oliver",contact231@branchtorresandoli.example,Germany,Cologne,2025-04-07,Direct,Enterprise,51-200,Logistics,Inactive,2025-04-13 00:00:00
CUST-000232,ACC-000232,"Choi, Garcia and Farmer",contact232@choigarciaandfarme.example,Spain,Seville,2024-02-20,Partner,Mid-Market,1001-5000,Healthcare,Active,2024-04-29 00:00:00
CUST-000233,ACC-000233,"Clark, Guerrero and Moore",contact233@clarkguerreroandmo.example,United States,San Francisco,2025-11-17,Email,SMB,51-200,Financial Services,Active,2025-12-30 00:00:00
CUST-000234,ACC-000234,Arnold and Sons,contact234@arnoldandsons.example,Spain,Seville,2024-04-10,Email,Mid-Market,11-50,Manufacturing,Active,2024-05-15 00:00:00
CUST-000235,ACC-000235,Ortiz Ltd,contact235@ortizltd.example,Germany,Frankfurt,2025-03-06,Paid Search,Mid-Market,1001-5000,Technology,Inactive,2025-05-05 00:00:00
CUST-000236,ACC-000236,"Harrison, Johnson and Roberts",contact236@harrisonjohnsonand.example,Netherlands,Rotterdam,2025-08-01,Direct,Mid-Market,201-1000,Logistics,Active,2025-08-12 00:00:00
CUST-000237,ACC-000237,Warner-Gibson,contact237@warner-gibson.example,Netherlands,Amsterdam,2024-07-01,Paid Social,Mid-Market,201-1000,Telecommunications,Inactive,2024-08-18 00:00:00
CUST-000238,ACC-000238,"Hall, Baker and Moody",contact238@hallbakerandmoody.example,Germany,Berlin,2024-07-16,Referral,SMB,1-10,Professional Services,Active,2024-10-02 00:00:00
CUST-000239,ACC-000239,"Guerrero, Peck and Coleman",contact239@guerreropeckandcol.example,United Kingdom,Manchester,2024-12-14,Referral,SMB,11-50,Telecommunications,Active,2025-01-25 00:00:00
CUST-000240,ACC-000240,"Walker, Hernandez and Baker",contact240@walkerhernandezand.example,Netherlands,Amsterdam,2025-10-08,Organic,SMB,201-1000,Technology,Active,2025-10-08 00:00:00
CUST-000241,ACC-000241,Jones and Sons,contact241@jonesandsons.example,Canada,Montreal,2024-06-12,Paid Social,Enterprise,11-50,Professional Services,Active,2024-07-02 00:00:00
CUST-000242,ACC-000242,Larson-Holloway,contact242@larson-holloway.example,France,Toulouse,2025-04-29,Paid Search,SMB,11-50,Manufacturing,Active,2025-05-04 00:00:00
CUST-000243,ACC-000243,Gonzales-Harrison,contact243@gonzales-harrison.example,United States,San Francisco,2024-11-26,Partner,Enterprise,201-1000,Healthcare,Active,2025-01-10 00:00:00
CUST-000244,ACC-000244,Lyons-Bender,contact244@lyons-bender.example,Netherlands,Utrecht,2024-03-22,Organic,SMB,51-200,Retail,Inactive,2024-04-24 00:00:00
CUST-000245,ACC-000245,"Fernandez, Kim and George",contact245@fernandezkimandgeo.example,Netherlands,The Hague,2025-06-03,Paid Search,Mid-Market,1-10,Education,Active,2025-06-15 00:00:00
CUST-000246,ACC-000246,Navarro-Munoz,contact246@navarro-munoz.example,United States,San Francisco,2025-08-31,Referral,SMB,1-10,Professional Services,Active,2025-11-01 00:00:00
CUST-000247,ACC-000247,Davis Ltd,contact247@davisltd.example,Spain,Bilbao,2025-02-24,Paid Social,Mid-Market,51-200,Financial Services,Active,2025-03-12 00:00:00
CUST-000248,ACC-000248,"Matthews, Smith and Hubbard",contact248@matthewssmithandhu.example,Germany,Hamburg,2024-05-08,Partner,Mid-Market,201-1000,Professional Services,Active,2024-06-08 00:00:00
CUST-000249,ACC-000249,Johnston-Hines,contact249@johnston-hines.example,Spain,Barcelona,2024-04-23,Paid Social,SMB,1001-5000,Telecommunications,Active,2024-07-21 00:00:00
CUST-000250,ACC-000250,Ruiz Ltd,contact250@ruizltd.example,United States,San Francisco,2024-11-05,Paid Social,Enterprise,11-50,Technology,Active,2024-11-11 00:00:00
CUST-000251,ACC-000251,Moon-White,contact251@moon-white.example,Canada,Vancouver,2025-01-05,Paid Search,Mid-Market,11-50,Logistics,Active,2025-01-27 00:00:00
CUST-000252,ACC-000252,"Graham, Olsen and Costa",contact252@grahamolsenandcost.example,Germany,Hamburg,2025-02-07,Organic,SMB,51-200,Professional Services,Active,2025-03-07 00:00:00
CUST-000253,ACC-000253,Bailey-Cook,contact253@bailey-cook.example,Canada,Toronto,2024-06-27,Organic,SMB,51-200,Retail,Inactive,2024-08-12 00:00:00
CUST-000254,ACC-000254,"Garcia, Martin and Jenkins",contact254@garciamartinandjen.example,United Kingdom,Bristol,2025-01-01,Referral,Enterprise,51-200,Media,Active,2025-01-23 00:00:00
CUST-000255,ACC-000255,Roberts-Landry,contact255@roberts-landry.example,Netherlands,Eindhoven,2024-08-03,Organic,Startup,5000+,Professional Services,Active,2024-10-30 00:00:00
CUST-000256,ACC-000256,"Johnson, Miller and King",contact256@johnsonmillerandki.example,Canada,Toronto,2025-05-16,Paid Social,SMB,201-1000,Media,Active,2025-05-16 00:00:00
CUST-000257,ACC-000257,Cordova Group,contact257@cordovagroup.example,Netherlands,Rotterdam,2025-08-05,Paid Social,Startup,51-200,Technology,Active,2025-10-30 00:00:00
CUST-000258,ACC-000258,"Bryan, Smith and Booth",contact258@bryansmithandbooth.example,United States,Seattle,2025-04-22,Paid Social,SMB,5000+,Technology,Churned,2025-06-09 00:00:00
CUST-000259,ACC-000259,Gutierrez-Lopez,contact259@gutierrez-lopez.example,Canada,Montreal,2024-01-01,Direct,SMB,1-10,Professional Services,Inactive,2024-01-04 00:00:00
CUST-000260,ACC-000260,Dean-Jimenez,contact260@dean-jimenez.example,France,Lille,2025-12-26,Paid Search,SMB,5000+,Retail,Inactive,2026-01-05 00:00:00
CUST-000261,ACC-000261,Wolf-Harris,contact261@wolf-harris.example,Spain,Barcelona,2024-01-18,Direct,SMB,51-200,Healthcare,Active,2024-01-27 00:00:00
CUST-000262,ACC-000262,"Anderson, Roberts and Gilmore",contact262@andersonrobertsand.example,Canada,Ottawa,2025-12-31,Paid Social,Startup,51-200,Manufacturing,Active,2026-01-26 00:00:00
CUST-000263,ACC-000263,Martinez-Dudley,contact263@martinez-dudley.example,United Kingdom,Birmingham,2024-01-24,Paid Search,Enterprise,5000+,Media,Active,2024-02-23 00:00:00
CUST-000264,ACC-000264,"Lloyd, Mckinney and Collins",contact264@lloydmckinneyandco.example,Australia,Adelaide,2025-01-12,Paid Social,Mid-Market,51-200,Financial Services,Active,2025-03-11 00:00:00
CUST-000265,ACC-000265,Tran Inc,contact265@traninc.example,Australia,Melbourne,2024-03-18,Paid Search,Enterprise,51-200,Telecommunications,Active,2024-04-15 00:00:00
CUST-000266,ACC-000266,Gay Inc,contact266@gayinc.example,France,Paris,2024-03-10,Referral,Startup,11-50,Manufacturing,Active,2024-05-14 00:00:00
CUST-000267,ACC-000267,Valentine-Holland,contact267@valentine-holland.example,Germany,Berlin,2025-05-14,Organic,Mid-Market,201-1000,Financial Services,Churned,2025-06-09 00:00:00
CUST-000268,ACC-000268,Jimenez Ltd,contact268@jimenezltd.example,United Kingdom,Manchester,2025-06-16,Paid Social,SMB,201-1000,Technology,Active,2025-07-09 00:00:00
CUST-000269,ACC-000269,Hicks-Hill,contact269@hicks-hill.example,France,Lille,2024-03-27,Email,SMB,11-50,Logistics,Active,2024-04-21 00:00:00
CUST-000270,ACC-000270,Baird-Sanchez,contact270@baird-sanchez.example,France,Paris,2025-12-14,Email,Startup,201-1000,Financial Services,Active,2026-01-12 00:00:00
CUST-000271,ACC-000271,"Thomas, Lee and Greene",contact271@thomasleeandgreene.example,United Kingdom,Manchester,2024-08-22,Direct,Enterprise,201-1000,Manufacturing,Active,2024-11-06 00:00:00
CUST-000272,ACC-000272,"Suarez, Shields and Hill",contact272@suarezshieldsandhi.example,United States,New York,2024-08-20,Direct,SMB,51-200,Professional Services,Active,2024-09-11 00:00:00
CUST-000273,ACC-000273,Morgan-French,contact273@morgan-french.example,Canada,Ottawa,2024-08-05,Email,Startup,1-10,Education,Active,2024-08-29 00:00:00
CUST-000274,ACC-000274,Hoover-Campbell,contact274@hoover-campbell.example,Australia,Perth,2024-12-03,Partner,Enterprise,51-200,Healthcare,Inactive,2025-02-28 00:00:00
CUST-000275,ACC-000275,Monroe-Carpenter,contact275@monroe-carpenter.example,Germany,Frankfurt,2024-05-09,Referral,SMB,1-10,Financial Services,Active,2024-07-07 00:00:00
CUST-000276,ACC-000276,"Burns, Hernandez and Ryan",contact276@burnshernandezandr.example,Germany,Frankfurt,2024-11-06,Organic,Mid-Market,1-10,Media,Active,2024-11-23 00:00:00
CUST-000277,ACC-000277,Cook-Hines,contact277@cook-hines.example,Germany,Frankfurt,2024-06-02,Referral,SMB,51-200,Manufacturing,Active,2024-08-20 00:00:00
CUST-000278,ACC-000278,Gibson-Morris,contact278@gibson-morris.example,Spain,Seville,2024-02-07,Paid Search,SMB,1-10,Technology,Active,2024-02-23 00:00:00
CUST-000279,ACC-000279,Pollard and Sons,contact279@pollardandsons.example,United States,New York,2024-09-26,Referral,Mid-Market,11-50,Financial Services,Active,2024-10-10 00:00:00
CUST-000280,ACC-000280,"Reyes, Chase and Jenkins",contact280@reyeschaseandjenki.example,United States,San Francisco,2025-05-06,Direct,Enterprise,201-1000,Education,Active,2025-06-15 00:00:00
CUST-000281,ACC-000281,Garner-Thornton,contact281@garner-thornton.example,United Kingdom,Bristol,2025-07-11,Paid Search,Enterprise,51-200,Financial Services,Active,2025-09-11 00:00:00
CUST-000282,ACC-000282,Hughes-Alvarado,contact282@hughes-alvarado.example,Germany,Frankfurt,2024-09-15,Partner,Enterprise,5000+,Retail,Active,2024-10-02 00:00:00
CUST-000283,ACC-000283,"Pollard, Simpson and Johnson",contact283@pollardsimpsonandj.example,Netherlands,Rotterdam,2024-08-24,Direct,SMB,1001-5000,Financial Services,Active,2024-10-31 00:00:00
CUST-000284,ACC-000284,"Sanford, Rivera and Garcia",contact284@sanfordriveraandga.example,Germany,Cologne,2025-07-29,Paid Social,Mid-Market,201-1000,Media,Active,2025-08-12 00:00:00
CUST-000285,ACC-000285,Garcia-Lozano,contact285@garcia-lozano.example,Germany,Munich,2025-05-12,Organic,Mid-Market,5000+,Professional Services,Active,2025-07-22 00:00:00
CUST-000286,ACC-000286,Bowen Group,contact286@bowengroup.example,Australia,Sydney,2025-08-31,Direct,SMB,1001-5000,Media,Active,2025-09-08 00:00:00
CUST-000287,ACC-000287,"Booker, Jones and Harrington",contact287@bookerjonesandharr.example,Canada,Ottawa,2025-10-24,Direct,SMB,51-200,Technology,Active,2025-12-05 00:00:00
CUST-000288,ACC-000288,Morgan-Schwartz,contact288@morgan-schwartz.example,France,Lyon,2025-08-23,Paid Search,SMB,201-1000,Retail,Active,2025-10-20 00:00:00
CUST-000289,ACC-000289,"Miller, Murphy and Craig",contact289@millermurphyandcra.example,France,Paris,2025-11-15,Paid Social,Startup,11-50,Healthcare,Active,2025-12-09 00:00:00
CUST-000290,ACC-000290,"James, Stewart and Higgins",contact290@jamesstewartandhig.example,Germany,Frankfurt,2024-10-31,Email,Mid-Market,201-1000,Professional Services,Active,2024-12-25 00:00:00
CUST-000291,ACC-000291,Brennan-Johnson,contact291@brennan-johnson.example,Spain,Barcelona,2024-10-15,Paid Social,SMB,51-200,Logistics,Active,2024-12-16 00:00:00
CUST-000292,ACC-000292,Young Ltd,contact292@youngltd.example,United Kingdom,Edinburgh,2024-08-23,Paid Social,Enterprise,1-10,Healthcare,Active,2024-10-21 00:00:00
CUST-000293,ACC-000293,Bright-Francis,contact293@bright-francis.example,Australia,Brisbane,2024-06-20,Paid Search,SMB,11-50,Media,Active,2024-07-26 00:00:00
CUST-000294,ACC-000294,Good-Hodges,contact294@good-hodges.example,United Kingdom,London,2025-07-01,Paid Search,Startup,5000+,Education,Active,2025-09-09 00:00:00
CUST-000295,ACC-000295,"Brennan, Wallace and Benson",contact295@brennanwallaceandb.example,France,Lille,2025-06-06,Email,SMB,51-200,Logistics,Inactive,2025-08-11 00:00:00
CUST-000296,ACC-000296,Williams Inc,contact296@williamsinc.example,France,Marseille,2025-08-08,Email,SMB,11-50,Technology,Active,2025-09-06 00:00:00
CUST-000297,ACC-000297,Howard-Jordan,contact297@howard-jordan.example,Spain,Barcelona,2024-05-02,Email,SMB,11-50,Telecommunications,Active,2024-07-07 00:00:00
CUST-000298,ACC-000298,Schmidt PLC,contact298@schmidtplc.example,Germany,Frankfurt,2024-12-25,Referral,Mid-Market,51-200,Manufacturing,Active,2025-03-18 00:00:00
CUST-000299,ACC-000299,"Sparks, Jackson and Miller",contact299@sparksjacksonandmi.example,United Kingdom,Birmingham,2024-06-11,Organic,SMB,1001-5000,Healthcare,Active,2024-08-24 00:00:00
CUST-000300,ACC-000300,Harvey-Allen,contact300@harvey-allen.example,United States,New York,2025-10-14,Paid Social,SMB,201-1000,Financial Services,Active,2025-12-19 00:00:00
CUST-000301,ACC-000301,"Thomas, Murray and King",contact301@thomasmurrayandkin.example,United Kingdom,Bristol,2024-07-14,Paid Search,Startup,51-200,Telecommunications,Active,2024-09-21 00:00:00
CUST-000302,ACC-000302,Estrada-Nolan,contact302@estrada-nolan.example,Spain,Valencia,2024-04-15,Paid Social,SMB,11-50,Logistics,Active,2024-06-27 00:00:00
CUST-000303,ACC-000303,Santana-Byrd,contact303@santana-byrd.example,United States,Chicago,2025-02-20,Paid Social,Enterprise,1-10,Financial Services,Active,2025-03-18 00:00:00
CUST-000304,ACC-000304,Jones LLC,contact304@jonesllc.example,Australia,Adelaide,2025-10-04,Paid Search,SMB,51-200,Manufacturing,Active,2025-12-08 00:00:00
